Orthogroup	Fungus_transcripts.fasta.transdecoder	Krisp1_GeneModels_FilteredModels3_aa	Leucosporidium_creatinivorum_proteins_aa	Mereb1_GeneCatalog_proteins_20150713.aa	Micld1_GeneCatalog_proteins_20161101.aa	Mortiella_alpina_proteins_aa	Pseudohyphozyma_borogiensis_proteins_aa	Rhodoturola_mucilaginosa_protein_aa	Rhodoturola_turoloides_protein_aa	Rhoglu1_GeneCatalog_proteins_20160519.aa	Saccharomyces_cerevisae_protein_aa	Sclerotinia_borealis_proteins_aa	Slopil1_GeneCatalog_proteins_20180422.aa	Total
OG0009207	0	0	0	0	0	0	0	0	1	2	0	0	0	3
OG0009208	0	0	0	0	0	0	0	0	1	2	0	0	0	3
OG0009209	0	0	0	0	0	0	0	0	1	2	0	0	0	3
OG0009210	0	0	0	0	0	0	0	0	0	3	0	0	0	3
OG0009211	0	0	0	0	0	0	0	0	0	1	0	2	0	3
OG0009212	0	0	0	0	0	0	0	0	0	0	3	0	0	3
OG0009213	0	0	0	0	0	0	0	0	0	0	2	1	0	3
OG0009214	0	0	0	0	0	0	0	0	0	0	1	2	0	3
OG0009215	0	0	0	0	0	0	0	0	0	0	2	1	0	3
OG0009216	0	0	0	0	0	0	0	0	0	0	2	1	0	3
OG0009217	0	0	0	0	0	0	0	0	0	0	2	1	0	3
OG0009218	0	0	0	0	0	0	0	0	0	0	2	0	1	3
OG0009219	0	0	0	0	0	0	0	0	0	0	1	2	0	3
OG0009220	0	0	0	0	0	0	0	0	0	0	3	0	0	3
OG0009221	0	0	0	0	0	0	0	0	0	0	3	0	0	3
OG0009222	0	0	0	0	0	0	0	0	0	0	3	0	0	3
OG0009223	0	0	0	0	0	0	0	0	0	0	2	1	0	3
OG0009224	0	0	0	0	0	0	0	0	0	0	1	1	1	3
OG0009225	0	0	0	0	0	0	0	0	0	0	3	0	0	3
OG0009226	0	0	0	0	0	0	0	0	0	0	2	1	0	3
OG0009227	0	0	0	0	0	0	0	0	0	0	2	1	0	3
OG0009228	0	0	0	0	0	0	0	0	0	0	3	0	0	3
OG0009229	0	0	0	0	0	0	0	0	0	0	3	0	0	3
OG0009230	0	0	0	0	0	0	0	0	0	0	3	0	0	3
OG0009231	0	0	0	0	0	0	0	0	0	0	3	0	0	3
OG0009232	0	0	0	0	0	0	0	0	0	0	2	1	0	3
OG0009233	0	0	0	0	0	0	0	0	0	0	2	1	0	3
OG0009234	0	0	0	0	0	0	0	0	0	0	3	0	0	3
OG0009235	0	0	0	0	0	0	0	0	0	0	1	2	0	3
OG0009236	0	0	0	0	0	0	0	0	0	0	2	1	0	3
OG0009237	0	0	0	0	0	0	0	0	0	0	3	0	0	3
OG0009238	0	0	0	0	0	0	0	0	0	0	3	0	0	3
OG0009239	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009240	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009241	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009242	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009243	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009244	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009245	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009246	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009247	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009248	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009249	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009250	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009251	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009252	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009253	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009254	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009255	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009256	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009257	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009258	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009259	0	0	0	0	0	0	0	0	0	0	0	2	1	3
OG0009260	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009261	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009262	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009263	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009264	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009265	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009266	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009267	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009268	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009269	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009270	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009271	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009272	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009273	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009274	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009275	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009276	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009277	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009278	0	0	0	0	0	0	0	0	0	0	0	1	2	3
OG0009279	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009280	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009281	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009282	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009283	0	0	0	0	0	0	0	0	0	0	0	2	1	3
OG0009284	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009285	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009286	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009287	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009288	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009289	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009290	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009291	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009292	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009293	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009294	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009295	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009296	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009297	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009298	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009299	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009300	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009301	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009302	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009303	0	0	0	0	0	0	0	0	0	0	0	2	1	3
OG0009304	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009305	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009306	0	0	0	0	0	0	0	0	0	0	0	3	0	3
OG0009307	0	0	0	0	0	0	0	0	0	0	0	1	2	3
OG0009308	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009309	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009310	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009311	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009312	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009313	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009314	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009315	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009316	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009317	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009318	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009319	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009320	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009321	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009322	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009323	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009324	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009325	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009326	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009327	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009328	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009329	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009330	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009331	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009332	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009333	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009334	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009335	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009336	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009337	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009338	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009339	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009340	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009341	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009342	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009343	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009344	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009345	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009346	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009347	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009348	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009349	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009350	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009351	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009352	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009353	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009354	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OG0009355	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009356	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009357	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009358	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009359	1	0	0	0	0	0	0	0	0	0	0	0	1	2
OG0009360	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009361	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009362	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009363	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009364	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009365	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009366	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009367	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009368	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009369	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009370	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009371	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009372	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009373	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009374	1	0	0	0	0	0	0	0	0	0	0	0	1	2
OG0009375	1	0	0	0	0	0	0	0	0	0	0	0	1	2
OG0009376	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009377	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009378	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009379	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009380	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009381	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009382	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009383	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009384	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009385	1	0	0	0	0	0	0	0	0	0	0	1	0	2
OG0009386	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009387	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009388	1	0	1	0	0	0	0	0	0	0	0	0	0	2
OG0009389	1	0	1	0	0	0	0	0	0	0	0	0	0	2
OG0009390	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009391	1	0	0	0	0	0	0	0	0	1	0	0	0	2
OG0009392	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009393	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009394	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009395	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009396	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009397	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009398	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009399	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009400	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009401	1	0	0	0	0	0	0	0	0	0	0	0	1	2
OG0009402	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009403	1	0	0	0	0	0	0	0	0	0	0	0	1	2
OG0009404	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009405	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009406	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009407	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009408	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009409	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009410	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009411	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009412	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009413	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009414	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009415	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009416	1	0	0	0	0	1	0	0	0	0	0	0	0	2
OG0009417	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009418	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009419	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009420	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009421	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009422	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009423	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009424	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009425	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009426	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009427	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009428	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009429	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009430	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009431	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009432	1	0	0	0	0	0	0	0	0	0	0	0	1	2
OG0009433	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009434	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009435	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009436	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009437	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009438	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009439	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009440	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009441	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009442	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009443	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009444	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009445	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009446	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009447	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009448	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009449	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009450	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009451	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009452	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009453	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009454	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009455	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009456	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009457	1	0	0	0	0	0	1	0	0	0	0	0	0	2
OG0009458	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009459	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009460	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009461	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009462	1	0	0	0	0	0	1	0	0	0	0	0	0	2
OG0009463	1	0	1	0	0	0	0	0	0	0	0	0	0	2
OG0009464	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009465	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009466	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009467	1	0	0	0	0	0	0	0	0	0	0	0	1	2
OG0009468	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009469	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009470	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009471	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009472	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009473	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009474	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009475	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009476	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009477	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009478	1	0	0	0	0	0	0	0	0	0	0	1	0	2
OG0009479	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009480	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009481	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009482	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009483	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009484	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009485	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009486	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009487	1	0	0	0	0	0	0	0	0	0	0	0	1	2
OG0009488	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009489	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009490	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009491	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009492	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009493	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009494	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009495	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009496	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009497	1	0	0	0	0	0	0	0	0	0	0	1	0	2
OG0009498	1	0	0	0	1	0	0	0	0	0	0	0	0	2
OG0009499	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009500	1	0	0	0	0	1	0	0	0	0	0	0	0	2
OG0009501	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009502	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009503	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009504	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009505	1	0	0	0	0	0	0	0	0	0	0	0	1	2
OG0009506	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009507	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009508	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009509	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009510	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009511	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009512	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009513	1	0	0	0	0	0	0	0	0	0	0	1	0	2
OG0009514	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009515	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009516	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009517	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009518	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009519	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009520	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009521	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009522	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009523	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009524	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009525	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009526	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009527	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009528	1	0	0	0	0	0	1	0	0	0	0	0	0	2
OG0009529	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009530	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009531	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009532	1	0	0	0	0	0	1	0	0	0	0	0	0	2
OG0009533	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009534	1	0	0	0	0	0	0	0	0	0	0	0	1	2
OG0009535	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009536	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009537	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009538	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009539	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009540	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009541	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009542	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009543	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009544	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009545	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009546	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009547	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009548	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009549	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009550	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009551	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009552	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009553	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009554	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009555	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009556	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009557	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009558	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009559	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009560	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009561	1	0	1	0	0	0	0	0	0	0	0	0	0	2
OG0009562	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009563	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009564	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009565	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009566	1	0	0	0	1	0	0	0	0	0	0	0	0	2
OG0009567	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009568	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009569	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009570	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009571	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009572	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009573	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009574	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009575	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009576	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009577	1	0	0	0	0	0	0	0	0	0	0	0	1	2
OG0009578	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009579	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009580	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009581	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009582	1	0	1	0	0	0	0	0	0	0	0	0	0	2
OG0009583	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009584	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009585	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009586	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009587	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009588	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009589	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009590	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0009591	1	0	0	0	0	0	1	0	0	0	0	0	0	2
OG0009592	1	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0009593	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009594	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0009595	0	1	0	0	0	0	0	0	0	0	0	0	1	2
OG0009596	0	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0009597	0	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0009598	0	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0009599	0	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0009600	0	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0009601	0	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0009602	0	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0009603	0	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0009604	0	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0009605	0	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0009606	0	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0009607	0	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0009608	0	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0009609	0	2	0	0	0	0	0	0	0	0	0	0	0	2
