Orthogroup	Fungus_transcripts.fasta.transdecoder	Krisp1_GeneModels_FilteredModels3_aa	Leucosporidium_creatinivorum_proteins_aa	Mereb1_GeneCatalog_proteins_20150713.aa	Micld1_GeneCatalog_proteins_20161101.aa	Mortiella_alpina_proteins_aa	Pseudohyphozyma_borogiensis_proteins_aa	Rhodoturola_mucilaginosa_protein_aa	Rhodoturola_turoloides_protein_aa	Rhoglu1_GeneCatalog_proteins_20160519.aa	Saccharomyces_cerevisae_protein_aa	Sclerotinia_borealis_proteins_aa	Slopil1_GeneCatalog_proteins_20180422.aa	Total
OG0005509	1	1	2	1	0	0	1	0	0	0	0	3	1	10
OG0005510	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005511	1	1	1	1	1	0	0	1	1	2	0	0	1	10
OG0005512	1	5	1	0	0	0	1	0	0	0	0	1	1	10
OG0005513	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005514	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005515	2	1	0	1	1	0	0	1	1	1	0	0	2	10
OG0005516	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005517	1	1	1	1	1	2	1	0	0	0	0	1	1	10
OG0005518	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005519	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005520	1	1	0	1	2	0	0	1	2	1	0	0	1	10
OG0005521	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005522	1	1	1	1	1	1	0	0	0	1	1	1	1	10
OG0005523	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005524	1	2	1	1	1	0	1	0	1	1	0	0	1	10
OG0005525	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005526	1	1	1	0	0	0	1	1	1	1	1	1	1	10
OG0005527	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005528	1	1	1	1	1	1	1	0	1	1	0	1	0	10
OG0005529	1	1	1	1	1	1	0	0	1	1	0	1	1	10
OG0005530	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005531	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005532	1	1	1	1	1	1	0	1	1	1	0	0	1	10
OG0005533	1	4	0	0	0	0	5	0	0	0	0	0	0	10
OG0005534	1	1	1	0	1	0	1	1	1	1	1	0	1	10
OG0005535	1	2	1	1	1	0	1	1	1	0	0	0	1	10
OG0005536	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005537	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005538	1	2	1	1	1	0	1	0	1	1	0	0	1	10
OG0005539	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005540	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005541	1	0	1	1	1	0	1	1	1	1	0	1	1	10
OG0005542	1	1	1	2	0	0	1	1	1	1	0	0	1	10
OG0005543	1	1	1	1	1	0	2	0	1	1	0	0	1	10
OG0005544	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005545	1	1	0	1	1	0	1	1	1	1	0	1	1	10
OG0005546	1	1	1	1	1	0	0	0	1	1	0	0	3	10
OG0005547	1	1	1	1	1	0	0	1	1	1	1	0	1	10
OG0005548	1	1	1	1	0	1	1	1	1	1	0	0	1	10
OG0005549	1	1	1	1	1	1	0	0	1	1	0	1	1	10
OG0005550	1	1	1	1	0	0	1	1	1	1	1	0	1	10
OG0005551	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005552	1	1	1	1	1	1	0	0	1	1	1	0	1	10
OG0005553	1	1	1	2	0	0	1	1	1	1	0	0	1	10
OG0005554	1	1	1	1	0	0	0	0	0	0	0	5	1	10
OG0005555	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005556	1	2	1	1	1	0	1	1	1	1	0	0	0	10
OG0005557	1	3	1	1	0	0	1	0	0	0	0	1	2	10
OG0005558	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005559	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005560	1	1	1	1	1	1	0	0	1	1	0	1	1	10
OG0005561	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005562	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005563	1	1	1	1	1	2	0	1	1	0	0	0	1	10
OG0005564	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005565	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005566	1	1	1	1	1	1	0	1	1	1	0	0	1	10
OG0005567	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005568	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005569	1	2	1	1	0	0	0	1	1	1	0	1	1	10
OG0005570	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005571	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005572	1	1	1	1	1	0	1	0	1	1	0	1	1	10
OG0005573	1	1	1	1	0	1	0	1	1	1	1	1	0	10
OG0005574	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005575	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005576	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005577	1	1	1	1	1	0	0	0	1	1	1	1	1	10
OG0005578	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005579	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005580	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005581	1	1	1	1	1	0	1	0	1	1	0	0	2	10
OG0005582	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005583	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005584	1	1	1	1	0	1	0	1	1	2	0	0	1	10
OG0005585	1	1	1	1	1	1	1	0	1	1	0	0	1	10
OG0005586	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005587	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005588	1	1	1	1	1	2	1	0	1	1	0	0	0	10
OG0005589	1	1	1	1	1	1	0	0	1	1	1	0	1	10
OG0005590	1	3	1	2	0	0	2	0	0	0	0	0	1	10
OG0005591	1	1	0	1	0	1	1	1	1	1	0	1	1	10
OG0005592	1	1	0	0	1	0	0	2	2	2	0	1	0	10
OG0005593	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005594	1	2	1	1	1	0	0	1	1	1	0	0	1	10
OG0005595	1	3	1	1	1	0	0	1	1	1	0	0	0	10
OG0005596	1	1	1	1	1	1	1	0	1	1	1	0	0	10
OG0005597	1	1	2	1	1	0	0	1	1	1	0	0	1	10
OG0005598	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005599	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005600	1	2	0	1	1	0	1	1	1	1	0	0	1	10
OG0005601	1	1	2	1	1	0	1	0	1	1	0	0	1	10
OG0005602	1	1	1	1	1	1	0	1	1	1	0	0	1	10
OG0005603	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005604	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005605	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005606	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005607	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005608	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005609	1	1	1	1	1	0	1	1	1	1	0	0	1	10
OG0005610	1	1	0	1	1	0	0	1	1	1	1	1	1	10
OG0005611	1	1	1	1	1	1	0	1	1	1	0	0	1	10
OG0005612	1	1	1	1	1	1	0	1	1	1	0	0	1	10
OG0005613	1	2	1	1	0	0	1	1	1	1	0	0	1	10
OG0005614	1	2	1	2	0	0	1	0	1	1	0	0	1	10
OG0005615	1	1	0	2	0	0	0	0	0	0	0	2	4	10
OG0005616	1	1	1	1	1	0	2	1	1	1	0	0	0	10
OG0005617	1	3	0	1	0	0	3	0	1	1	0	0	0	10
OG0005618	1	1	1	1	0	1	1	0	1	1	0	1	1	10
OG0005619	1	2	1	1	1	0	1	0	1	1	0	0	1	10
OG0005620	1	1	1	1	1	2	1	0	0	0	0	1	1	10
OG0005621	1	1	1	0	1	0	1	1	1	1	0	0	2	10
OG0005622	1	1	1	1	1	2	0	0	0	0	1	1	1	10
OG0005623	0	1	1	1	1	0	0	1	1	1	1	1	1	10
OG0005624	0	4	0	1	1	0	0	1	1	1	0	0	1	10
OG0005625	0	9	0	1	0	0	0	0	0	0	0	0	0	10
OG0005626	0	10	0	0	0	0	0	0	0	0	0	0	0	10
OG0005627	0	2	1	1	0	0	0	1	1	1	0	2	1	10
OG0005628	0	5	0	0	0	0	0	0	0	0	0	0	5	10
OG0005629	0	1	1	1	1	2	0	1	1	1	0	0	1	10
OG0005630	0	8	2	0	0	0	0	0	0	0	0	0	0	10
OG0005631	0	6	0	1	0	0	0	0	0	0	0	0	3	10
OG0005632	0	1	2	1	1	0	1	1	1	1	0	0	1	10
OG0005633	0	10	0	0	0	0	0	0	0	0	0	0	0	10
OG0005634	0	1	7	1	1	0	0	0	0	0	0	0	0	10
OG0005635	0	10	0	0	0	0	0	0	0	0	0	0	0	10
OG0005636	0	3	1	0	0	1	1	0	0	0	0	3	1	10
OG0005637	0	1	1	1	2	0	1	1	1	1	0	0	1	10
OG0005638	0	3	1	0	2	0	0	0	0	0	0	4	0	10
OG0005639	0	1	2	1	0	1	1	1	1	1	0	0	1	10
OG0005640	0	1	1	1	1	1	1	1	1	1	0	0	1	10
OG0005641	0	2	1	1	1	0	1	1	1	1	0	0	1	10
OG0005642	0	1	1	1	1	1	1	1	1	1	0	0	1	10
OG0005643	0	10	0	0	0	0	0	0	0	0	0	0	0	10
OG0005644	0	1	1	1	1	1	0	1	1	1	0	1	1	10
OG0005645	0	1	1	2	0	1	1	1	1	1	0	0	1	10
OG0005646	0	1	1	1	1	0	0	1	1	1	1	1	1	10
OG0005647	0	1	1	1	1	1	1	0	1	1	0	1	1	10
OG0005648	0	1	1	1	1	1	0	1	1	1	1	0	1	10
OG0005649	0	1	1	0	1	1	1	1	1	0	1	1	1	10
OG0005650	0	1	1	1	1	1	1	1	1	1	0	0	1	10
OG0005651	0	2	1	1	1	0	1	1	1	1	0	0	1	10
OG0005652	0	1	1	1	1	0	1	1	1	1	1	0	1	10
OG0005653	0	1	1	1	0	1	1	1	1	1	0	1	1	10
OG0005654	0	1	1	1	1	0	1	1	1	1	1	0	1	10
OG0005655	0	1	1	1	2	1	0	1	1	1	0	0	1	10
OG0005656	0	1	1	1	1	1	1	1	1	1	0	0	1	10
OG0005657	0	1	2	1	1	0	1	1	1	1	0	0	1	10
OG0005658	0	1	1	1	1	1	1	1	1	1	0	0	1	10
OG0005659	0	1	1	1	1	1	0	1	1	1	1	0	1	10
OG0005660	0	1	1	1	1	1	1	0	1	1	0	1	1	10
OG0005661	0	1	1	1	0	1	1	1	1	1	1	0	1	10
OG0005662	0	1	1	1	1	1	1	0	1	1	0	1	1	10
OG0005663	0	1	1	1	1	1	0	1	1	1	0	1	1	10
OG0005664	0	1	1	1	2	0	1	1	1	1	0	0	1	10
OG0005665	0	2	0	8	0	0	0	0	0	0	0	0	0	10
OG0005666	0	1	1	1	1	1	0	1	1	1	0	1	1	10
OG0005667	0	1	1	1	1	1	1	0	1	1	0	1	1	10
OG0005668	0	3	1	3	0	0	1	0	1	1	0	0	0	10
OG0005669	0	1	1	1	1	1	0	1	1	1	1	0	1	10
OG0005670	0	2	1	1	2	1	0	1	1	1	0	0	0	10
OG0005671	0	2	0	0	0	0	3	0	0	0	0	0	5	10
OG0005672	0	2	1	1	1	0	1	1	1	1	0	0	1	10
OG0005673	0	1	0	1	1	1	1	1	1	1	0	1	1	10
OG0005674	0	1	1	1	1	1	0	1	1	1	1	0	1	10
OG0005675	0	1	1	1	1	0	1	1	1	1	0	0	2	10
OG0005676	0	1	2	1	0	0	1	1	1	1	0	1	1	10
OG0005677	0	1	1	1	1	1	0	0	1	1	1	1	1	10
OG0005678	0	1	1	1	1	0	1	1	1	1	0	1	1	10
OG0005679	0	1	1	1	1	0	0	1	1	1	1	1	1	10
OG0005680	0	1	1	1	2	1	0	0	1	1	1	0	1	10
OG0005681	0	1	1	0	1	2	1	0	1	1	0	1	1	10
OG0005682	0	1	1	1	1	1	1	1	1	1	0	0	1	10
OG0005683	0	1	1	2	0	0	0	1	1	2	0	1	1	10
OG0005684	0	1	0	1	2	1	1	1	1	1	0	0	1	10
OG0005685	0	1	1	1	1	0	1	0	1	1	0	2	1	10
OG0005686	0	1	1	1	1	0	0	1	1	1	0	2	1	10
OG0005687	0	1	1	1	2	0	1	1	1	1	0	0	1	10
OG0005688	0	1	0	2	0	2	0	0	0	0	1	3	1	10
OG0005689	0	1	1	0	1	1	1	1	1	1	0	1	1	10
OG0005690	0	1	1	3	0	0	1	1	1	1	0	0	1	10
OG0005691	0	1	1	1	1	1	1	1	1	1	0	0	1	10
OG0005692	0	1	1	1	1	0	1	1	1	1	0	1	1	10
OG0005693	0	1	1	1	0	0	1	1	1	2	0	1	1	10
OG0005694	0	2	1	1	1	0	1	1	1	1	0	0	1	10
OG0005695	0	1	1	1	1	0	2	1	1	1	0	0	1	10
OG0005696	0	1	1	1	0	1	1	1	1	0	1	1	1	10
OG0005697	0	1	1	1	1	1	0	1	1	1	1	1	0	10
OG0005698	0	1	1	1	1	1	1	1	1	0	0	1	1	10
OG0005699	0	1	1	1	1	0	1	1	1	2	0	0	1	10
OG0005700	0	1	1	1	2	0	1	1	1	1	0	0	1	10
OG0005701	0	1	1	1	1	1	1	0	1	1	0	1	1	10
OG0005702	0	1	1	1	0	0	1	1	1	1	1	1	1	10
OG0005703	0	1	1	1	1	1	0	1	1	1	1	0	1	10
OG0005704	0	1	1	1	1	2	0	0	1	1	0	1	1	10
OG0005705	0	1	1	1	1	1	0	1	1	1	0	1	1	10
OG0005706	0	1	1	1	1	0	1	1	1	1	0	1	1	10
OG0005707	0	1	1	1	2	1	0	1	1	1	0	0	1	10
OG0005708	0	1	0	1	1	0	1	1	1	1	1	1	1	10
OG0005709	0	1	1	1	0	1	1	0	1	1	1	1	1	10
OG0005710	0	1	0	0	0	0	0	1	3	4	0	0	1	10
OG0005711	0	2	1	1	1	0	0	0	1	1	0	0	3	10
OG0005712	0	1	1	1	0	0	3	0	0	0	1	1	2	10
OG0005713	0	1	1	1	1	0	1	1	1	1	0	1	1	10
OG0005714	0	1	1	1	1	0	1	1	1	1	0	1	1	10
OG0005715	0	1	1	1	1	1	0	1	1	1	0	1	1	10
OG0005716	0	1	1	1	1	1	0	1	1	1	0	1	1	10
OG0005717	0	1	1	1	1	1	1	0	1	1	1	0	1	10
OG0005718	0	1	1	1	1	0	1	0	1	1	1	1	1	10
OG0005719	0	0	1	1	0	0	2	0	0	0	1	4	1	10
OG0005720	0	0	10	0	0	0	0	0	0	0	0	0	0	10
OG0005721	0	0	2	2	0	0	2	0	0	0	1	1	2	10
OG0005722	0	0	1	2	0	0	1	1	1	1	0	2	1	10
OG0005723	0	0	0	1	0	0	0	0	0	0	0	0	9	10
OG0005724	0	0	0	1	0	8	1	0	0	0	0	0	0	10
OG0005725	0	0	0	1	3	0	0	1	1	1	0	2	1	10
OG0005726	0	0	0	0	10	0	0	0	0	0	0	0	0	10
OG0005727	0	0	0	0	10	0	0	0	0	0	0	0	0	10
OG0005728	0	0	0	0	0	10	0	0	0	0	0	0	0	10
OG0005729	0	0	0	0	0	5	0	0	0	0	0	0	5	10
OG0005730	0	0	0	0	0	10	0	0	0	0	0	0	0	10
OG0005731	0	0	0	0	0	10	0	0	0	0	0	0	0	10
OG0005732	0	0	0	0	0	2	0	0	0	0	0	2	6	10
OG0005733	0	0	0	0	0	10	0	0	0	0	0	0	0	10
OG0005734	0	0	0	0	0	0	10	0	0	0	0	0	0	10
OG0005735	0	0	0	0	0	0	1	0	5	4	0	0	0	10
OG0005736	0	0	0	0	0	0	0	0	0	0	0	10	0	10
OG0005737	0	0	0	0	0	0	0	0	0	0	0	10	0	10
OG0005738	0	0	0	0	0	0	0	0	0	0	0	10	0	10
OG0005739	0	0	0	0	0	0	0	0	0	0	0	0	10	10
OG0005740	0	0	0	0	0	0	0	0	0	0	0	0	10	10
OG0005741	0	0	0	0	0	0	0	0	0	0	0	0	10	10
OG0005742	0	0	0	0	0	0	0	0	0	0	0	0	10	10
OG0005743	0	0	0	0	0	0	0	0	0	0	0	0	10	10
OG0005744	0	0	0	0	0	0	0	0	0	0	0	0	10	10
OG0005745	0	0	0	0	0	0	0	0	0	0	0	0	10	10
OG0005746	1	1	0	1	0	2	1	0	0	0	0	2	1	9
OG0005747	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005748	1	1	1	1	1	0	1	1	1	0	0	0	1	9
OG0005749	1	1	1	1	1	0	1	0	1	1	0	0	1	9
OG0005750	1	2	2	1	1	0	1	0	0	0	0	0	1	9
OG0005751	2	3	0	0	2	0	0	0	0	0	0	1	1	9
OG0005752	8	1	0	0	0	0	0	0	0	0	0	0	0	9
OG0005753	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005754	1	1	1	1	0	0	1	1	1	1	0	0	1	9
OG0005755	1	2	0	1	1	0	1	1	1	0	0	1	0	9
OG0005756	1	1	1	1	1	2	1	0	0	0	0	0	1	9
OG0005757	9	0	0	0	0	0	0	0	0	0	0	0	0	9
OG0005758	1	1	1	1	1	0	1	0	1	1	0	0	1	9
OG0005759	1	1	1	1	1	0	1	1	1	0	0	0	1	9
OG0005760	1	1	1	1	1	0	1	0	1	1	0	0	1	9
OG0005761	8	0	0	0	0	0	0	0	0	0	0	0	1	9
OG0005762	2	0	1	1	0	2	0	0	1	1	0	0	1	9
OG0005763	1	1	1	1	1	0	1	0	1	1	0	0	1	9
OG0005764	1	0	0	0	0	0	0	0	1	1	0	6	0	9
OG0005765	1	2	1	0	1	0	0	1	1	1	0	0	1	9
OG0005766	2	2	0	1	0	0	1	0	0	0	0	3	0	9
OG0005767	1	1	0	1	0	0	0	1	1	1	1	1	1	9
OG0005768	1	1	1	1	1	0	1	0	1	1	0	0	1	9
OG0005769	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005770	1	1	1	1	0	0	1	1	1	1	0	0	1	9
OG0005771	1	1	1	1	1	1	0	1	0	0	0	1	1	9
OG0005772	1	2	1	0	0	2	1	0	0	0	0	1	1	9
OG0005773	1	1	1	1	0	0	1	1	1	1	0	0	1	9
OG0005774	1	1	0	1	1	2	0	0	1	1	0	1	0	9
OG0005775	1	1	1	1	1	0	1	1	1	0	0	0	1	9
OG0005776	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005777	1	1	1	1	1	0	1	0	1	1	0	0	1	9
OG0005778	1	1	0	1	1	1	0	0	1	1	0	1	1	9
OG0005779	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005780	8	1	0	0	0	0	0	0	0	0	0	0	0	9
OG0005781	1	1	1	1	1	0	1	0	1	1	0	0	1	9
OG0005782	1	2	1	0	1	1	1	1	0	0	0	1	0	9
OG0005783	8	0	1	0	0	0	0	0	0	0	0	0	0	9
OG0005784	3	0	2	0	0	0	2	0	1	1	0	0	0	9
OG0005785	1	1	1	1	0	0	1	1	0	0	0	1	2	9
OG0005786	5	3	0	0	0	0	0	0	0	0	0	0	1	9
OG0005787	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005788	1	2	1	1	0	0	1	0	1	0	0	0	2	9
OG0005789	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005790	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005791	1	1	1	1	0	0	2	0	1	1	0	0	1	9
OG0005792	9	0	0	0	0	0	0	0	0	0	0	0	0	9
OG0005793	7	0	0	0	0	0	1	0	0	0	0	0	1	9
OG0005794	1	2	0	1	0	0	1	1	1	1	0	0	1	9
OG0005795	1	1	1	1	0	0	1	1	1	1	0	0	1	9
OG0005796	1	0	1	1	1	1	0	1	1	1	0	0	1	9
OG0005797	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005798	2	0	1	0	2	0	1	0	0	0	0	3	0	9
OG0005799	1	1	1	1	1	0	1	1	1	0	0	0	1	9
OG0005800	1	1	1	1	1	0	1	1	1	0	0	0	1	9
OG0005801	1	1	1	1	0	0	1	1	1	1	0	0	1	9
OG0005802	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005803	1	2	1	0	1	0	0	1	1	1	0	0	1	9
OG0005804	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005805	1	1	1	1	0	0	1	1	1	1	0	0	1	9
OG0005806	1	1	0	1	1	0	1	1	1	1	0	0	1	9
OG0005807	1	1	1	2	0	0	1	0	1	1	0	0	1	9
OG0005808	1	2	1	0	1	1	0	0	1	1	0	0	1	9
OG0005809	2	1	1	0	1	0	0	1	1	1	0	0	1	9
OG0005810	1	1	1	1	1	0	1	0	1	1	0	0	1	9
OG0005811	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005812	1	0	1	0	0	0	0	2	2	2	0	0	1	9
OG0005813	5	2	2	0	0	0	0	0	0	0	0	0	0	9
OG0005814	1	1	1	1	1	0	1	0	0	0	0	2	1	9
OG0005815	1	2	0	1	0	0	1	1	1	2	0	0	0	9
OG0005816	1	1	0	1	1	0	1	1	1	1	0	0	1	9
OG0005817	1	1	1	1	1	2	0	0	0	0	0	1	1	9
OG0005818	1	1	2	0	0	0	1	1	1	1	0	0	1	9
OG0005819	1	1	0	1	1	1	0	1	1	1	0	0	1	9
OG0005820	2	1	0	0	0	0	2	1	1	1	0	1	0	9
OG0005821	9	0	0	0	0	0	0	0	0	0	0	0	0	9
OG0005822	1	1	1	1	0	0	1	1	1	1	0	0	1	9
OG0005823	1	1	2	1	0	0	0	0	2	1	0	0	1	9
OG0005824	1	1	2	0	2	1	1	0	0	0	0	1	0	9
OG0005825	1	1	1	2	1	0	0	0	0	0	0	2	1	9
OG0005826	1	1	1	1	1	0	1	1	1	0	0	0	1	9
OG0005827	1	1	0	1	0	1	1	1	1	1	0	0	1	9
OG0005828	1	1	0	2	0	0	0	0	0	0	0	0	5	9
OG0005829	1	3	0	1	0	0	1	0	0	0	0	1	2	9
OG0005830	7	1	0	0	0	0	1	0	0	0	0	0	0	9
OG0005831	1	2	0	0	0	0	0	0	0	0	0	2	4	9
OG0005832	1	1	1	1	1	0	1	0	0	0	1	1	1	9
OG0005833	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005834	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005835	1	1	0	1	1	0	1	1	1	1	0	0	1	9
OG0005836	1	1	1	1	1	0	1	0	0	0	0	2	1	9
OG0005837	1	1	0	1	1	0	1	1	1	1	0	0	1	9
OG0005838	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005839	1	1	1	1	0	0	2	1	0	0	0	0	2	9
OG0005840	1	1	1	1	1	0	1	0	1	1	0	0	1	9
OG0005841	1	1	1	1	1	0	1	1	1	1	0	0	0	9
OG0005842	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005843	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005844	1	1	1	1	0	0	1	1	0	0	0	0	3	9
OG0005845	1	1	3	1	1	0	0	1	0	0	0	0	1	9
OG0005846	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005847	2	2	2	1	0	0	0	0	0	0	0	0	2	9
OG0005848	1	1	0	1	1	1	1	1	1	0	0	1	0	9
OG0005849	1	1	1	1	0	2	1	0	0	0	0	1	1	9
OG0005850	1	1	1	1	0	1	0	1	1	1	0	0	1	9
OG0005851	3	2	1	1	0	0	0	0	0	0	0	1	1	9
OG0005852	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005853	3	6	0	0	0	0	0	0	0	0	0	0	0	9
OG0005854	1	1	1	1	1	0	1	0	1	0	0	0	2	9
OG0005855	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005856	1	1	1	1	1	0	1	0	1	0	0	0	2	9
OG0005857	1	0	4	0	0	2	0	0	0	2	0	0	0	9
OG0005858	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005859	2	1	0	1	1	0	1	0	1	1	0	0	1	9
OG0005860	1	1	0	1	1	0	1	1	1	1	0	0	1	9
OG0005861	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005862	1	1	1	0	1	0	1	1	1	1	0	0	1	9
OG0005863	1	1	1	1	1	0	1	1	1	0	0	0	1	9
OG0005864	1	1	1	1	0	0	1	1	1	1	0	0	1	9
OG0005865	1	3	2	1	1	0	0	0	0	0	0	0	1	9
OG0005866	1	1	1	1	1	0	0	0	1	1	1	0	1	9
OG0005867	2	0	0	3	0	0	0	0	0	0	0	0	4	9
OG0005868	1	1	1	1	0	0	0	1	1	1	0	1	1	9
OG0005869	1	1	1	1	0	0	1	1	1	1	0	0	1	9
OG0005870	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005871	1	1	0	1	1	0	1	1	1	1	0	0	1	9
OG0005872	1	1	1	1	1	0	1	0	1	1	0	0	1	9
OG0005873	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005874	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005875	1	1	1	1	1	0	1	0	0	0	1	1	1	9
OG0005876	1	2	0	0	0	0	1	1	0	0	0	3	1	9
OG0005877	1	1	1	1	1	0	0	1	1	1	0	1	0	9
OG0005878	1	1	2	0	0	0	1	0	1	1	0	0	2	9
OG0005879	1	3	1	0	0	0	1	0	1	1	0	0	1	9
OG0005880	1	2	1	3	0	0	1	0	0	0	0	0	1	9
OG0005881	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005882	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005883	1	1	1	1	0	0	2	1	1	1	0	0	0	9
OG0005884	1	1	1	1	0	0	1	1	1	1	0	0	1	9
OG0005885	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005886	1	1	1	1	1	0	1	1	1	0	0	0	1	9
OG0005887	1	1	1	1	1	0	1	1	1	1	0	0	0	9
OG0005888	1	8	0	0	0	0	0	0	0	0	0	0	0	9
OG0005889	1	1	1	0	1	0	1	0	1	1	0	1	1	9
OG0005890	1	2	0	0	0	0	1	0	0	0	0	1	4	9
OG0005891	1	1	1	1	1	0	1	1	1	0	0	0	1	9
OG0005892	1	1	1	1	1	0	1	1	1	0	0	0	1	9
OG0005893	2	2	0	1	0	1	0	0	0	0	0	3	0	9
OG0005894	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005895	1	1	1	1	1	0	0	0	0	0	1	3	0	9
OG0005896	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005897	2	1	1	1	0	0	0	1	1	1	0	0	1	9
OG0005898	1	1	1	1	0	0	1	1	1	1	0	0	1	9
OG0005899	1	1	0	1	0	0	1	1	2	1	0	0	1	9
OG0005900	1	1	0	0	0	0	5	0	0	0	0	0	2	9
OG0005901	1	2	0	1	0	0	1	1	2	1	0	0	0	9
OG0005902	1	1	1	1	1	0	1	1	1	1	0	0	0	9
OG0005903	1	1	0	1	1	0	1	1	1	1	0	0	1	9
OG0005904	1	1	1	1	1	3	0	0	0	0	0	0	1	9
OG0005905	1	1	1	1	1	0	0	1	1	1	0	0	1	9
OG0005906	1	1	1	1	1	0	1	1	1	0	0	0	1	9
OG0005907	1	1	0	3	0	0	2	0	0	0	0	1	1	9
OG0005908	1	1	1	1	1	0	1	1	1	0	0	0	1	9
OG0005909	1	0	1	1	1	0	1	0	1	1	0	0	2	9
OG0005910	1	1	1	1	0	1	0	0	1	1	1	0	1	9
OG0005911	1	1	0	1	1	1	0	1	1	1	0	0	1	9
